DESCRIPCION,UNIDAD,PRECIO UNITARIO,CPC ELEMENTO,NP/ND/EP,VAE (%),RECURSO
"Molde cable a varilla tipo gt, varilla 5/8"" a cable 2/0 AWG, carga 115 GRMS",,0.0,,,0.0,MATERIAL
Molde horizontal xa para cable 2/0 AWG a 2/0 AWG carga 115 GRMS,,0.0,,,0.0,MATERIAL
Molde t horizontal para cable 2/0 AWG a 2/0 AWG carga 90grms,,0.0,,,0.0,MATERIAL
"Molde t horizontal para cable 2/0 AWG a 4 AWG, carga 90grms",,0.0,,,0.0,MATERIAL
Montacargas (Hora),,0.0,,,0.0,EQUIPO
Mortero (Agua Arena Cemento),,0.0,,,0.0,MATERIAL
"Mortero (Arena, Agua, Cemento)",,0.0,,,0.0,MATERIAL
Mortero Fluido tres componentes base epóxico para nivelación,,0.0,,,0.0,MATERIAL
Mortero adhesivo para cerámicas y porcelana,,0.0,,,0.0,MATERIAL
Mortero adhesivo para cerámicas y porcelanatos,,0.0,,,0.0,MATERIAL
Motor de Accionamiento,,0.0,,,0.0,MATERIAL
Motor eléctrico,,0.0,,,0.0,MATERIAL
MÓDULO ANDAMIO,,0.0,,,0.0,EQUIPO
"MÓDULO DE 16 ENTRADAS DIGITALES DE 100,120 VAC PARA PLC",,0.0,,,0.0,MATERIAL
MÓDULO DE 16 ENTRADAS DIGITALES DE 100/120 VAC PARA PLC,,0.0,,,0.0,MATERIAL
MÓDULO DE 2 FIBRA OPTICA MULTIMODO Y 2 PUERTOS RJ45,,0.0,,,0.0,MATERIAL
MÓDULO DE 2 FIBRA ÓPTICA MULTIMODO Y 2 PUERTOS RJ45,,0.0,,,0.0,MATERIAL
MÓDULO DE 4 ENTRADAS ANALÓGICAS DE ALTA VELOCIDAD,,0.0,,,0.0,MATERIAL
MÓDULO DE 8 ENTRADAS ANALÓGICAS TIPO HART,,0.0,,,0.0,MATERIAL
MÓDULO DE 8 SALIDAS TIPO RELE PARA PLC 12…24 VDC/24…240 VAC,,0.0,,,0.0,MATERIAL
MÓDULO DE 8 SALIDAS TIPO RELÉ PARA PLC 12…24 VDC/24…240 VAC,,0.0,,,0.0,MATERIAL
MÓDULO DE ESCANEO ETHERNET MODBUS,,0.0,,,0.0,MATERIAL
"MÓDULO SWITCH, 3 PORTS PARA PLC",,0.0,,,0.0,MATERIAL
Módulo de control,,0.0,,,0.0,MATERIAL
Módulo de sedimentación acelerada ABS (Altura mínima 1.03 m),,0.0,,,0.0,MATERIAL
"NEPLO ACERO ASTM A53 Ø 1 1/2"" L=0,10",,0.0,,,0.0,MATERIAL
"NEPLO ACERO ASTM A53 Ø 2 1/2"" L=0,15",,0.0,,,0.0,MATERIAL
"NEPLO ACERO ASTM A53 Ø 2 1/2"" L=0,5",,0.0,,,0.0,MATERIAL
"NEPLO PVC PRESION D = 1/2"" X 2""",,0.0,,,0.0,MATERIAL
OP. EQ. PESADO (CARGADORA FRONTAL)  E. O. C1,,4.87,541210012,ND,0.3809,MANO DE OBRA
OXIGENO,,0.0,,,0.0,MATERIAL
OXÍGENO,,0.0,,,0.0,MATERIAL
Oxigeno,,0.0,,,0.0,MATERIAL
Oxígeno,,0.0,,,0.0,MATERIAL
"PASAMANOS TUBO DE ACERO D = 2"", H = 1.20 M, (INC. PINTURA ANTICORROSIVA)",,0.0,,,0.0,MATERIAL
"PASAMURO HD, DN = 200 MM, L=0.70M, B-L, PN10",,0.0,,,0.0,MATERIAL
"PASAMURO HD, DN = 400 MM, L=0.50M, B-L, PN10",,0.0,,,0.0,MATERIAL
"PASAMURO HD, DN = 80 MM, L=0.40M, B-B, PN10",,0.0,,,0.0,MATERIAL
"PASAMURO HD, DN = 900 MM, L=0.70 M, PN 10, B-L",,0.0,,,0.0,MATERIAL
"PASAMURO HD, DN=100 MM, L=0.85M, B-B, PN10",,0.0,,,0.0,MATERIAL
"PASAMURO HD, DN=100 MM, L=0.85M, B-L, PN10",,0.0,,,0.0,MATERIAL
"PASAMURO L=0.40 M HD, DN = 200 MM, PN 10, B-B",,0.0,,,0.0,MATERIAL
"PASAMURO L=0.55 M HD, DN = 150 MM, PN 10, B-B",,0.0,,,0.0,MATERIAL
"PASAMURO L=0.60 M PN10, DN = 150 MM, HD, B-L",,0.0,,,0.0,MATERIAL
"PASAMURO L=0.70 M PN10, DN = 100 MM, ACERO INOX. 304, BB",,0.0,,,0.0,MATERIAL
"PASAMURO L=0.70 M PN10, DN = 150 MM, HD, B-B",,0.0,,,0.0,MATERIAL
"PASAMURO L=0.70 M PN10, DN = 400 MM, HD, B-L",,0.0,,,0.0,MATERIAL
"PASAMURO L=1.00 M HD, DN = 250 MM, PN 10, B-L",,0.0,,,0.0,MATERIAL
"PASAMURO L=1.20 M PN 10 , DN = 300 MM, HD, L-L",,0.0,,,0.0,MATERIAL
PEGA LIQUIDA DE TUBERIA PVC,,0.0,,,0.0,MATERIAL
PEGA PARA TUBERIAS DE PVC,,0.0,,,0.0,MATERIAL
"PERFIL DE HIERRO ANGULO, 1 1/2"" X 1/8""",,0.0,,,0.0,MATERIAL
"PERNO AUTOPERFORANTE B CORTO DE 2"" PARA CUBIERTA INCL. CAPUCHONES",,0.0,,,0.0,MATERIAL
"PERNO AUTOPERFORANTE SUSTITUTO A 7/8"" PARA CUMBRERO INCL. CAPUCHONES",,0.0,,,0.0,MATERIAL
PERNOS D = 150 MM,,0.0,,,0.0,MATERIAL
PERNOS D = 200 MM,,0.0,,,0.0,MATERIAL
PERNOS DE ACERO INOXIDABLE D = 100 MM,,0.0,,,0.0,MATERIAL
PERNOS DE ACERO INOXIDABLE D = 300 MM,,0.0,,,0.0,MATERIAL
PERNOS DE ACERO INOXIDABLE D = 80 MM,,0.0,,,0.0,MATERIAL
PERNOS DE ACERO INOXIDABLE D= 100 MM,,0.0,,,0.0,MATERIAL
PERNOS DE ACERO INOXIDABLE D= 150 MM,,0.0,,,0.0,MATERIAL
PERNOS DE ACERO INOXIDABLE D= 200 MM,,0.0,,,0.0,MATERIAL
PERNOS DE ACERO INOXIDABLE D= 250 MM,,0.0,,,0.0,MATERIAL
PERNOS DE ACERO INOXIDABLE D= 300 MM,,0.0,,,0.0,MATERIAL
PERNOS DE ACERO INOXIDABLE D= 400 MM,,0.0,,,0.0,MATERIAL
PERNOS DE ACERO INOXIDABLE D= 50 MM,,0.0,,,0.0,MATERIAL
PERNOS DE ACERO INOXIDABLE D= 80 MM,,0.0,,,0.0,MATERIAL
PERNOS DE ANCLAJE A 307,,0.0,,,0.0,MATERIAL
"PERNOS DE ANCLAJE HG D = 1"" X 0,80 M, INCLUYE TUERCAS Y ARANDELAS",,0.0,,,0.0,MATERIAL
PERNOS DN = 100 MM,,0.0,,,0.0,MATERIAL
PERNOS DN = 100X50 MM,,0.0,,,0.0,MATERIAL
PERNOS DN = 150 MM,,0.0,,,0.0,MATERIAL
PERNOS DN = 150X100 MM,,0.0,,,0.0,MATERIAL
PERNOS DN = 150X250 MM,,0.0,,,0.0,MATERIAL
PERNOS DN = 200 MM,,0.0,,,0.0,MATERIAL
PERNOS DN = 200X100 MM,,0.0,,,0.0,MATERIAL
PERNOS DN = 200X150 MM,,0.0,,,0.0,MATERIAL
PERNOS DN = 250 MM,,0.0,,,0.0,MATERIAL
PERNOS DN = 300 MM,,0.0,,,0.0,MATERIAL
PERNOS DN = 300X200 MM,,0.0,,,0.0,MATERIAL
PERNOS DN = 300X80 MM,,0.0,,,0.0,MATERIAL
PERNOS DN = 400 MM,,0.0,,,0.0,MATERIAL
PERNOS DN = 50 MM,,0.0,,,0.0,MATERIAL
PERNOS DN = 80 MM,,0.0,,,0.0,MATERIAL
PERNOS DN = 80 X 50 MM,,0.0,,,0.0,MATERIAL
PERNOS DN = 900 MM,,0.0,,,0.0,MATERIAL
PEÓN E. O. E2,,4.34,541210012,ND,0.3809,MANO DE OBRA
PIEDRA BOLA,,0.0,,,0.0,MATERIAL
PIEDRA BOLA (EN OBRA),,0.0,,,0.0,MATERIAL
PIEDRA CARBORUNDUM,,0.0,,,0.0,MATERIAL
PINTURA ACRÍLICA SATINADA PRIMERA CALIDAD,,0.0,,,0.0,MATERIAL
PINTURA ANTICORROSIVA,,0.0,,,0.0,MATERIAL
PINTURA ESMALTE,,0.0,,,0.0,MATERIAL
PINTURA ESMALTE O SIMILAR,gal,16.88,,,0.0,MATERIAL
PINTURA PARA INTERIOR Y EXTERIOR,,0.0,,,0.0,MATERIAL
PINTURA PARA TRÁFICO,,0.0,,,0.0,MATERIAL
"PLACA DE ANCLAJE HG 0,28 X 0,28 M; E = 1/2""",,0.0,,,0.0,MATERIAL
"PLACA DE NEOPRENO  (0,20 mX0,10mX0,025m)",,0.0,,,0.0,MATERIAL
PLANCHA DE ACERO A 36,,0.0,,,0.0,MATERIAL
PLATAFORMA (INCLUYE CABEZAL),,0.0,,,0.0,EQUIPO
PLC (Control Lógico Programable),,0.0,,,0.0,MATERIAL
PLC 12 SLOTS ETHERNET BACKPLANE,,0.0,,,0.0,MATERIAL
PLC 8 SLOTS ETHERNET BACKPLANE,,0.0,,,0.0,MATERIAL
PLC REDUNDANTE CON ESTACIONE REMOTAS,,0.0,,,0.0,MATERIAL
PLC12 SLOTS ETHERNET BACKPLANE,,0.0,,,0.0,MATERIAL
PLÁSTICO DE POLIETILENO CALIBRE 600 (3 USOS),,0.0,,,0.0,MATERIAL
"POLIPASTO ELÉCTRICO A CABLE CAP. 2 TN, ALTURA
IZAJE 5M, DOBLE VELOCIDAD (0,8–5,0) (5,0–20,0) M/MIN,
3,5 KW.",,0.0,,,0.0,MATERIAL
"POLIPASTO ELÉCTRICO A CABLE CAP. 5 TN, ALTURA
IZAJE 5M, DOBLE VELOCIDAD (0,8–5,0) (5,0–20,0) M/MIN,
5,5 KW.",,0.0,,,0.0,MATERIAL
PORCELANATO NACIONAL.,,0.0,,,0.0,MATERIAL
POSTE METÁLICO DE HG PARA SOPORTE DE LÁMPARA H = 9 M,,0.0,,,0.0,MATERIAL
PROTECCIÓN DE TRANSIENTES,,0.0,,,0.0,MATERIAL
PUERTA DE ALUMINIO BATIENTE CON MAMPARA 6 X 10 CM,,0.0,,,0.0,MATERIAL
PUERTA DE TOOL DOBLADA,,0.0,,,0.0,MATERIAL
PUERTA METALICA,,0.0,,,0.0,MATERIAL
"PUERTAS CORTAFUEGO ACERO LAMINADO/ GALVANIZADO 2MM, 120 MINUTOS, RESISTENCIA A FUEGO INCLUYE BARRA ANTI PÁNICO, MARCO",,0.0,,,0.0,MATERIAL
PULSADOR NEGRO CUERPO METÁLICO,,0.0,,,0.0,MATERIAL
PULSADOR VERDE CUERPO METÁLICO,,0.0,,,0.0,MATERIAL
PUNTAL MECÁNICO,,0.0,,,0.0,EQUIPO
PUNTAL METALICO (DIA),,0.05,,,0.0,EQUIPO
PUNTAL METÁLICO O SIMILARES,,0.0,,,0.0,EQUIPO
PUNTO DE CONTROL DE RUIDO,,0.0,,,0.0,MATERIAL
"Pantalla táctil 15""",,0.0,,,0.0,MATERIAL
Pega,,0.0,,,0.0,MATERIAL
Pega líquida de tubería PVC,,0.0,,,0.0,MATERIAL
Perfil aluminio,,0.0,,,0.0,MATERIAL
Perfilería de acero galvanizado (Perfiles “C” y “U”),,0.0,,,0.0,MATERIAL
"Perno cabeza hexagonal 3/8""",,0.0,,,0.0,MATERIAL
"Perno de aleación de bronce de silicio 1/2"", 1½""",,0.0,,,0.0,MATERIAL
"Perno de anclaje expansivo 3/8” L= 2 1/4""",,0.0,,,0.0,MATERIAL
"Perno expansivo para concreto 1/4""x 1½""",,0.0,,,0.0,MATERIAL
Pernos de Anclaje,,0.0,,,0.0,MATERIAL
"Persiana horizontal metálica micro perforada 1"" (Incl. riel, accesorios, instalación)",,0.0,,,0.0,MATERIAL
Piedra bola (en obra),,0.0,,,0.0,MATERIAL
Pintura epóxica / esmalte rojo,,0.0,,,0.0,MATERIAL
Pistola Para Calafateo,,0.0,,,0.0,EQUIPO
Placa y pernos de anclaje,,0.0,,,0.0,MATERIAL
Placas de Fijación de Acero Inoxidable,,0.0,,,0.0,MATERIAL
Placas de vertedero ajustable FRP (Incl. Pernos de acero inoxidable),,0.0,,,0.0,MATERIAL
Plancha de yeso de espesor 12.7mm,,0.0,,,0.0,MATERIAL
Plataforma,,0.0,,,0.0,EQUIPO
Plataforma Grúa,,0.0,,,0.0,EQUIPO
Platina metálica,,0.0,,,0.0,MATERIAL
Polietileno 0.2mm,,0.0,,,0.0,MATERIAL
Porcelana en polvo,,0.0,,,0.0,MATERIAL
Porcelana en polvo/emporador juntas de cerámica,,0.0,,,0.0,MATERIAL
Porcelanato primera calidad o similar,,0.0,,,0.0,MATERIAL
Poste HG 9 metros de altura,,0.0,,,0.0,MATERIAL
"Puerta tamborada de madera (con marco, tapa marco, bisagra y accesorios)",,0.0,,,0.0,MATERIAL
Pórtico y Tecle,,0.0,,,0.0,EQUIPO
"RECOLECTOR SUPERFICIAL DE SOBRENADANTES, DECANTADOR FLOTANTE, ACERO INOXIDABLE AISI 304L, CAUDAL Q = 200 M3/HORA, DESCARGA D= 150 MM; INC. VÁLVULA DE CONTROL D = 80 MM.",,0.0,,,0.0,MATERIAL
"REDUCCION HD, DN = 200X150 MM, B-B, PN10",,0.0,,,0.0,MATERIAL
"REDUCCION PVC DN 75x63 MM, 1,25 MPA",,0.0,,,0.0,MATERIAL
"REDUCCION PVC U/E, DN = 110 X 90MM, 1.25MPA",,0.0,,,0.0,MATERIAL
"REDUCCION PVC U/E, DN = 160 X 110MM, 1.25MPA",,0.0,,,0.0,MATERIAL
"REDUCCIÓN HD, DN = 80 X 50 MM, B-B, PN10",,0.0,,,0.0,MATERIAL
"REDUCCIÓN, ACERO INOX. 304, D=1"" - 3/4"", 250 PSI, R-R",,0.0,,,0.0,MATERIAL
"REDUCCIÓN, ACERO INOX. 304, D=2"" 1/2 x 1"" 1/4, 250 PSI, R-R",,0.0,,,0.0,MATERIAL
"REDUCTOR ACERO ASTM A53 Ø 2 ½"" A 1 ½""",,0.0,,,0.0,MATERIAL
REGULADOR DE CONDENSADORES,,0.0,,,0.0,MATERIAL
REJILLA GRATING DE ACERO GALVANIZADO,,0.0,,,0.0,MATERIAL
REJILLA INTERIOR PISO 110MM,,0.0,,,0.0,MATERIAL
REJILLA METALICA PARA CANAL E = 0.4 M (SEGÚN PLANOS DE DETALLE),,0.0,,,0.0,MATERIAL
RELES DE CONTROL 4 CONTACTOS 3 A BOBINA EN 110 VAC,,0.0,,,0.0,MATERIAL
RELLENO COMPACTADO A MAQUINA,,0.0,,,0.0,MATERIAL
RESINA,,0.0,,,0.0,MATERIAL
RESINA EPOXICA PARA PISOS,,0.0,,,0.0,MATERIAL
RETROEXCAVADORA,,0.0,,,0.0,EQUIPO
RETROEXCAVADORA DE LLANTAS,,0.0,,,0.0,EQUIPO
REVESTIN,,0.0,,,0.0,MATERIAL
RIPIO,,0.0,,,0.0,MATERIAL
RIPIO O GRAVA,,0.0,,,0.0,MATERIAL
RIPIO PARA HORMIGON EN OBRA,m3,13.88,,,0.0,MATERIAL
RIPIO TRITURADO PUESTO EN OBRA,,0.0,,,0.0,MATERIAL
Receptor de la Señal del Sensor de Fugas de Cloro (Controlador O Transmisor Electrónico),,0.0,,,0.0,MATERIAL
"Recubrimiento Externo: Primer,Cinta Anticorrosiva,Cinta Protecion Mecanica-Ancho",,0.0,,,0.0,MATERIAL
Recubrimiento epóxico autoimprimante para superficie de hormigón (2 componentes).,,0.0,,,0.0,MATERIAL
Recubrimiento protección epoxico grado alimenticio para superficie húmeda o seca,,0.0,,,0.0,MATERIAL
Reducción de acero 28” a 32”,,0.0,,,0.0,MATERIAL
"Reducción derecha de bandeja hg 0,30x0,20 m inc. Tapa",,0.0,,,0.0,MATERIAL
"Reducción izquierda de bandeja hg 0,30x0,20 m inc. Tapa",,0.0,,,0.0,MATERIAL
Reductor de velocidad,,0.0,,,0.0,MATERIAL
Relleno Y Sello Con Espuma De Poliuretano,,0.0,,,0.0,MATERIAL
Ripio triturado puesto en obra,,0.0,,,0.0,MATERIAL
RÓTULO CON CARACTERÍSTICA DEL PROYECTO EN TOOL CON MARCO METÁLICO,,0.0,,,0.0,MATERIAL
SELECTOR COMPLETO NO ILUMINADO 3 POSICIONES 2NA,,0.0,,,0.0,MATERIAL
SENSOR DE NIVEL DE LODOS,,0.0,,,0.0,MATERIAL
SENSOR DE NIVEL TIPO RADAR,,0.0,,,0.0,MATERIAL
SENSOR DE SÓLIDOS SUSPENDIDOS TOTALES,,0.0,,,0.0,MATERIAL
SENSOR DE TURBIEDAD,,0.0,,,0.0,MATERIAL
SENSORES DE NIVEL TIPO FLOTADOR,,0.0,,,0.0,MATERIAL
SENSORES DE NIVEL TIPO FLOTADOR.,,0.0,,,0.0,MATERIAL
SERVIDOR,,0.0,,,0.0,MATERIAL
"SEÑAL ÉTICA 65 X 65 CM. (INC. POSTE CUADRADO 1.8 M X 2"" GALVANIZADO)",,0.0,,,0.0,MATERIAL
SIERRA CIRCULAR,,1.1,,,0.0,EQUIPO
SIERRA CIRCULAR,,0.0,,,0.0,EQUIPO
"SISTEMA BARRIDO DE LODOS CON ACCIONAMIENTO CENTRAL. DIÁMETRO DEL TANQUE 17M. COMPONENTES DEL EQUIPO: 2 BRAZOS RADIALES CON PIQUETAS VERTICALES SOLIDARIOS AL EJE; RASQUETAS DE BARRIDO DE NEOPRENO; CAMPANA DEFLECTORA; VERTEDERO DE RECOLECCIÓN TIPO THOMSOM CON DEFLECTOR; ACERO INOXIDABLE AISI 304; POTENCIA
MOTOREDUCTOR 1,0 KW. VELOCIDAD DE GIRO 0,05 RPM.",,0.0,,,0.0,MATERIAL
"SISTEMA COLECTOR DE LODOS SUMERGIDO. ANCHO BARRIDO 5,50 M, LONGITUD RECORRIDO 30M; CAPACIDAD 28,8 M3/HORA. INCLUYE PANEL DE CONTROL Y VÁLVULA DE CONTROL DE LODOS DN=100MM (CON ACTUADOR ELÉCTRICO).",,0.0,,,0.0,MATERIAL
SISTEMA DE FILTRACIÓN TIPO MANUAL DE AGUA DE LAVADO,,0.0,,,0.0,MATERIAL
SOFTWARE PARA DESARROLLO DE SCADA,,0.0,,,0.0,MATERIAL
SOFTWARE PARA HMI PARA 1000 TAG PARA SCADA,,0.0,,,0.0,MATERIAL
SOFTWARE PARA VISUALIZACIÓN DE HISTORICOS DEL SCADA,,0.0,,,0.0,MATERIAL
SOFTWARE PROGRAMACIÓN PARA HISTORICOS ESTÁNDAR PARA SCADA PARA 500 TAG,,0.0,,,0.0,MATERIAL
SOKET PARA RELE DE 14 PINES,,0.0,,,0.0,MATERIAL
SOLDADORA,,0.0,,,0.0,EQUIPO
SOLDADORA ELECTRICA,,0.0,,,0.0,EQUIPO
SOLDADORA ELÉCTRICA,,0.0,,,0.0,EQUIPO
SOPORTE DE BAJANTE,,0.0,,,0.0,MATERIAL
SOPORTE DE CANAL,,0.0,,,0.0,MATERIAL
SOPORTE PARA BANDEJA AI20BTR6-126,,0.0,,,0.0,MATERIAL
SUB-BASE CLASE 3 (EN OBRA),,0.0,,,0.0,MATERIAL
"SUELDA EXOTÉRMICA TIPO CADWELD 120 GRAMOS, INCLUYE ACCESORIOS DE CONEXIÓN",,0.0,,,0.0,MATERIAL
"SUJECIÓN, CLAVO HILTI, O SIMILAR.",,0.0,,,0.0,MATERIAL
"SWITCH 4 PUERTOS RJ45, 1 PUERTO FIBRA MULTIMODO",,0.0,,,0.0,MATERIAL
SWITCH 8 PUERTOS RJ45,,0.0,,,0.0,MATERIAL
"SWITCH 8 PUERTOS RJ45, 2 PUERTO FIBRA MULTIMODO",,0.0,,,0.0,MATERIAL
Sellante Elastómero De Poliuretano,,0.0,,,0.0,MATERIAL
Sellante elastómerico de poliuretano,,0.0,,,0.0,MATERIAL
Sensor de fugas de cloro,,0.0,,,0.0,MATERIAL
Sensores nivel tipo radar,,0.0,,,0.0,MATERIAL
"Siamesa de bomberos 4""x2 1/2""x2 1/2"", incl. válvula check",,0.0,,,0.0,MATERIAL
Sierra circular,,0.0,,,0.0,EQUIPO
Sifón lavabo,,0.0,,,0.0,MATERIAL
Silicona cartucho,,0.0,,,0.0,MATERIAL
Sistema SCADA,,0.0,,,0.0,MATERIAL
Sistema de barraje de cobre 1000 A,,0.0,,,0.0,MATERIAL
Sistema de barraje de cobre 1600 A,,0.0,,,0.0,MATERIAL
Sistema de respaldo de energía en 24 VDC,,0.0,,,0.0,MATERIAL
Sistema de respaldo de energía en 24 vdc,,0.0,,,0.0,MATERIAL
Skid metálico,,0.0,,,0.0,MATERIAL
Software de visualización y control.,,0.0,,,0.0,MATERIAL
Soldadora Eléctrica,,0.0,,,0.0,EQUIPO
Soldadora eléctrica,,0.0,,,0.0,EQUIPO
Soldadora eléctrica 300 A,,0.0,,,0.0,EQUIPO
Sonda Ultrasónica para control de nivel en filtros,,0.0,,,0.0,MATERIAL
Soplante de aire,,0.0,,,0.0,MATERIAL
Soporte para bandeja AI20BTR6-126,,0.0,,,0.0,MATERIAL
Soportes para montaje de acero inoxidable de los canales de lavado del filtro,,0.0,,,0.0,MATERIAL
Switch Industrial de comunicaciones,,0.0,,,0.0,MATERIAL
Switch de comunicaciones con puertos de fibra. 8tx/2fx,,0.0,,,0.0,MATERIAL
"TABLA RUSTICA PARA ENCOFRADO 0,30M",m3,1.17,,,0.0,MATERIAL
"TABLA RUSTICA PARA ENCOFRADO 0,30M",,0.0,,,0.0,MATERIAL
TABLERO AUTO SOPORTADO PARA USO EXTERIORES IP 64 DE B1800X800X600 MM,,0.0,,,0.0,MATERIAL
TABLERO AUTOSOPORTADO PARA USO EXTERIORES IP 64 DE 1200X600X400 MM,,0.0,,,0.0,MATERIAL
TABLERO AUTOSOPORTADO PARA USO EXTERIORES IP 64 DE 1800X800X600 MM,,0.0,,,0.0,MATERIAL
TABLERO CONTRACHAPADO TIPO C,,0.0,,,0.0,MATERIAL
TABLERO DE CONTRO PARA EQUIPOS DE FILTRO BANDA,,0.0,,,0.0,MATERIAL
TALADRO ELÉCTRICO,,0.0,,,0.0,EQUIPO
TANQUERO,,0.0,,,0.0,EQUIPO
TAPA 1.10 X 1.10 HORMIGON DOBLE H = 10 CM.,,0.0,,,0.0,MATERIAL
TAPA 1.10 X 1.10 HORMIGON DOBLE H = 10 CM.,u,0.0,,,0.0,MATERIAL
"TAPA ABISAGRADA POZOS DE REVISION CON CERCO, HIERRO
DUCTIL, D=600MM (CARGA DE ENSAYO 40 TON)",,0.0,,,0.0,MATERIAL
"TAPA ABISAGRADA POZOS DE REVISION CON CERCO, HIERRO DUCTIL, D=600MM (CARGA DE ENSAYO 40 TON)",u,165.0,,,0.0,MATERIAL
"TAPON ACERO INOX. 304, D=1"", 150 PSI, R-R",,0.0,,,0.0,MATERIAL
"TAPON DN = 150 MM, HD, B-B, PN10",,0.0,,,0.0,MATERIAL
"TAPON HD, DN = 900 MM, CLASE 20",,0.0,,,0.0,MATERIAL
"TAPON HEMBRA PVC U/E, DN = 110MM, 1.25MPA",,0.0,,,0.0,MATERIAL
"TAPON HEMBRA PVC U/E, DN = 160MM, 1.25MPA",,0.0,,,0.0,MATERIAL
"TAPONES PARA POZOS ELÉCTRICOS (CIEGOS - DUCTOS CON CABLE), CINTA DE SEGURIDAD PLÁSTICA ROTULADA MEER",,0.0,,,0.0,MATERIAL
"TAPÓN ACERO INOXIDABLE, AISI 304L, DN = 250 MM, PN 10 B-L",,0.0,,,0.0,MATERIAL
"TAPÓN DN = 300 MM, B-B, PN10",,0.0,,,0.0,MATERIAL
"TAPÓN DN = 80 MM, B-B, PN10",,0.0,,,0.0,MATERIAL
TECLE 315 MM,,0.0,,,0.0,EQUIPO
TECLE D = 315 MM,,0.0,,,0.0,EQUIPO
TECLE DN = 315 MM,,0.0,,,0.0,EQUIPO
TECLE DN = 315 X 160 MM,,0.0,,,0.0,EQUIPO
TECLE MANUAL,,0.0,,,0.0,EQUIPO
TECLE O POLEAS,,0.0,,,0.0,EQUIPO
"TEE ACERO INOX. 304, DN=250, PN 10, B-B",,0.0,,,0.0,MATERIAL
"TEE HD, DN = 150 MM, B-B-B, PN10",,0.0,,,0.0,MATERIAL
"TEE HD, DN = 200 MM, B-B-B, PN10",,0.0,,,0.0,MATERIAL
"TEE HD, DN = 250 MM, CLASE 40",,0.0,,,0.0,MATERIAL
"TEE HD, DN = 300 MM, PN 10, L-L-L",,0.0,,,0.0,MATERIAL
"TEE HD, DN = 50 MM, B-B-B, PN10",,0.0,,,0.0,MATERIAL
"TEE HD, DN = 80 MM, B-B-B, PN10",,0.0,,,0.0,MATERIAL
TEE PVC 110 MM.-DESAGUE,,0.0,,,0.0,MATERIAL
TEE PVC D = 75MM - DESAGUE,,0.0,,,0.0,MATERIAL
"TEE PVC PRESION D = 1/2""",,0.0,,,0.0,MATERIAL
TEE PVC U/E 1.25MPA D= 315MM,,0.0,,,0.0,MATERIAL
"TEE PVC U/E, DN = 160 X 110 MM, 1.25MPA",,0.0,,,0.0,MATERIAL
"TEE PVC U/E, DN = 160MM, 1.25 MPA",,0.0,,,0.0,MATERIAL
"TEE PVC U/E, DN = 315 X 160MM, 1.25 MPA",,0.0,,,0.0,MATERIAL
"TEE REDUCCIÓN ROSCABLE ACERO ASTM A53 Ø 2 1/2"" A 1 1/2""",,0.0,,,0.0,MATERIAL
"TEE REDUCTORA HD, DN = 100X50 MM, B-B-B, PN10",,0.0,,,0.0,MATERIAL
"TEE REDUCTORA HD, DN = 150X100 MM, B-B-B, PN10",,0.0,,,0.0,MATERIAL
"TEE REDUCTORA HD, DN = 200X100 MM, B-B-B, PN10",,0.0,,,0.0,MATERIAL
"TEE REDUCTORA HD, DN = 200X150 MM, B-B-B, PN10",,0.0,,,0.0,MATERIAL
"TEE REDUCTORA HD, DN = 300X200 MM, B-B-B, PN10",,0.0,,,0.0,MATERIAL
"TEE REDUCTORA HD, DN = 300X80 MM, B-B-B, PN10",,0.0,,,0.0,MATERIAL
"TEE REDUCTORA HD, DN = 900X400 MM, CLASE 20",,0.0,,,0.0,MATERIAL
"TEE ROSCADO ACERO ASTM A53 Ø 2 ½"" A 2 ½""",,0.0,,,0.0,MATERIAL
"TEE, ACERO INOX. 304, D=1"", SCH 40, R-R-R",,0.0,,,0.0,MATERIAL
"TEE, ACERO INOX. 304, D=2"" 1/2, 250 PSI, R-R-R",,0.0,,,0.0,MATERIAL
TEFLON ROLLO=10M,,0.0,,,0.0,MATERIAL
TEFLÓN,,0.0,,,0.0,MATERIAL
TEFLÓN EN ROLLO,,0.0,,,0.0,MATERIAL
TEFLÓN EN ROLLO NORMA ASTM D6585,,0.0,,,0.0,MATERIAL
TERMINAL GRAFICO IP65 PARA CONFIGURACIÓN Y SUPERVISIÓN DE VARIADOR,,0.0,,,0.0,MATERIAL
TERMINAL INDICADOR DE PROCESO,,0.0,,,0.0,MATERIAL
TIERRA NEGRA PARA JARDÍN,,0.0,,,0.0,MATERIAL
"TOMA DE CORRIENTE 220V RECEPTÁCULO NEMA 6-20R,
INTERRUPTOR ELÉCTRICO DE 20 A, GRADO INDUSTRIAL",,0.0,,,0.0,MATERIAL
"TOMA DE CORRIENTE 220V RECEPTÁCULO NEMA 6-20R, INTERRUPTOR ELÉCTRICO DE 20 A, GRADO INDUSTRIAL",,0.0,,,0.0,MATERIAL
"TOMA MONOFÁSICO DOBLE POLARIZADO DE PLACA 15 A, 250 VAC - TIPO INTEMPERIE",,0.0,,,0.0,MATERIAL
TOOL GALVANIZADO 2MM,,0.0,,,0.0,MATERIAL
TOPÓGRAFO (EN CONSTRUCCIÓN) E. O. C1,,4.87,541210012,ND,0.3809,MANO DE OBRA
